Device Id	Device Name	Probe Sensor in Fahrenheit	Probe Sensor Alert	Device Sensor in Fahrenheit	Device Sensor Alert	Device Sensor Humidity	Device Sensor Humidity Alert	Timestamp Record
000104203903E300	1 Downstairs Thermostat	n/a	No	70.3	No	39%	No	2/1/2015 22:39
00015EE21AD9638C	4 Basement - eguage	n/a	No	66.7	No	46%	No	2/1/2015 22:16
00011ED95A401B5B	5 Outside Back West Door	n/a	No	46.4	No	76%	No	2/1/2015 22:15
000104203903E300	1 Downstairs Thermostat	n/a	No	70.4	No	39%	No	2/1/2015 21:40
00015EE21AD9638C	4 Basement - eguage	n/a	No	65.9	No	47%	No	2/1/2015 21:11
000104203903E300	1 Downstairs Thermostat	n/a	No	70.4	No	39%	No	2/1/2015 21:08
00011ED95A401B5B	5 Outside Back West Door	n/a	No	46.6	No	74%	No	2/1/2015 21:05
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	70.4	No	39%	No	2/1/2015 20:44
00015EE21AD9638C	4 Basement - eguage	n/a	No	65.9	No	47%	No	2/1/2015 20:41
000104203903E300	1 Downstairs Thermostat	n/a	No	70.4	No	39%	No	2/1/2015 20:39
00011ED95A401B5B	5 Outside Back West Door	n/a	No	47.8	No	72%	No	2/1/2015 20:31
000104203903E300	1 Downstairs Thermostat	n/a	No	70.7	No	39%	No	2/1/2015 20:11
000104203903E300	1 Downstairs Thermostat	n/a	No	70.7	No	38%	No	2/1/2015 19:38
00011ED95A401B5B	5 Outside Back West Door	n/a	No	49.5	No	69%	No	2/1/2015 19:21
00015EE21AD9638C	4 Basement - eguage	n/a	No	65.9	No	47%	No	2/1/2015 19:11
00011ED95A401B5B	5 Outside Back West Door	n/a	No	50.2	No	68%	No	2/1/2015 18:46
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	70.8	No	38%	No	2/1/2015 18:44
00011ED95A401B5B	5 Outside Back West Door	n/a	No	50.5	No	66%	No	2/1/2015 18:13
00015EE21AD9638C	4 Basement - eguage	n/a	No	65.8	No	47%	No	2/1/2015 18:12
000104203903E300	1 Downstairs Thermostat	n/a	No	70.8	No	38%	No	2/1/2015 18:08
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	70.4	No	38%	No	2/1/2015 17:39
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	71.2	No	37%	No	2/1/2015 17:10
00011ED95A401B5B	5 Outside Back West Door	n/a	No	52.7	No	61%	No	2/1/2015 17:02
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	70.7	No	38%	No	2/1/2015 16:34
00015EE21AD9638C	4 Basement - eguage	n/a	No	65.8	No	46%	No	2/1/2015 16:10
000104203903E300	1 Downstairs Thermostat	n/a	No	71.1	No	38%	No	2/1/2015 16:08
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	70.9	No	37%	No	2/1/2015 15:29
00011ED95A401B5B	5 Outside Back West Door	n/a	No	55.1	No	59%	No	2/1/2015 15:18
00015EE21AD9638C	4 Basement - eguage	n/a	No	65.7	No	46%	No	2/1/2015 15:05
000104203903E300	1 Downstairs Thermostat	n/a	No	70.8	No	38%	No	2/1/2015 14:38
00015EE21AD9638C	4 Basement - eguage	n/a	No	65.7	No	46%	No	2/1/2015 14:35
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	72.1	No	36%	No	2/1/2015 14:24
00011ED95A401B5B	5 Outside Back West Door	n/a	No	57.2	No	56%	No	2/1/2015 14:08
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	71.3	No	37%	No	2/1/2015 13:49
000104203903E300	1 Downstairs Thermostat	n/a	No	70.4	No	38%	No	2/1/2015 13:38
000104203903E300	1 Downstairs Thermostat	n/a	No	69.8	No	38%	No	2/1/2015 13:08
00015EE21AD9638C	4 Basement - eguage	n/a	No	65.3	No	46%	No	2/1/2015 13:05
000104203903E300	1 Downstairs Thermostat	n/a	No	69.9	No	38%	No	2/1/2015 12:38
00011ED95A401B5B	5 Outside Back West Door	n/a	No	56.3	No	57%	No	2/1/2015 12:24
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	70.9	No	37%	No	2/1/2015 12:14
000104203903E300	1 Downstairs Thermostat	n/a	No	70	No	38%	No	2/1/2015 12:09
00015EE21AD9638C	4 Basement - eguage	n/a	No	65.4	No	45%	No	2/1/2015 12:04
00011ED95A401B5B	5 Outside Back West Door	n/a	No	56.8	No	57%	No	2/1/2015 11:49
000104203903E300	1 Downstairs Thermostat	n/a	No	70.4	No	37%	No	2/1/2015 11:37
000104203903E300	1 Downstairs Thermostat	n/a	No	70.4	No	37%	No	2/1/2015 11:07
00011ED95A401B5B	5 Outside Back West Door	n/a	No	51.9	No	65%	No	2/1/2015 10:40
00015EE21AD9638C	4 Basement - eguage	n/a	No	65.8	No	45%	No	2/1/2015 10:29
00011ED95A401B5B	5 Outside Back West Door	n/a	No	48.7	No	70%	No	2/1/2015 10:05
00015EE21AD9638C	4 Basement - eguage	n/a	No	65.5	No	45%	No	2/1/2015 9:59
000104203903E300	1 Downstairs Thermostat	n/a	No	70.4	No	37%	No	2/1/2015 9:37
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	70.8	No	37%	No	2/1/2015 9:14
00015EE21AD9638C	4 Basement - eguage	n/a	No	65.7	No	45%	No	2/1/2015 8:59
00011ED95A401B5B	5 Outside Back West Door	n/a	No	43.8	No	77%	No	2/1/2015 8:56
00015EE21AD9638C	4 Basement - eguage	n/a	No	65.7	No	45%	No	2/1/2015 8:29
00011ED95A401B5B	5 Outside Back West Door	n/a	No	41.1	No	79%	No	2/1/2015 8:21
000104203903E300	1 Downstairs Thermostat	n/a	No	70.8	No	37%	No	2/1/2015 8:07
00011ED95A401B5B	5 Outside Back West Door	n/a	No	40.6	No	79%	No	2/1/2015 7:12
00015EE21AD9638C	4 Basement - eguage	n/a	No	65.8	No	45%	No	2/1/2015 6:59
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	71.6	No	36%	No	2/1/2015 6:38
00011ED95A401B5B	5 Outside Back West Door	n/a	No	40.1	No	78%	No	2/1/2015 6:37
000104203903E300	1 Downstairs Thermostat	n/a	No	69.9	No	38%	No	2/1/2015 6:37
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	71.1	No	36%	No	2/1/2015 6:08
000104203903E300	1 Downstairs Thermostat	n/a	No	69.1	No	38%	No	2/1/2015 6:07
00015EE21AD9638C	4 Basement - eguage	n/a	No	65.4	No	45%	No	2/1/2015 5:54
000104203903E300	1 Downstairs Thermostat	n/a	No	69	No	38%	No	2/1/2015 5:37
00011ED95A401B5B	5 Outside Back West Door	n/a	No	42	No	77%	No	2/1/2015 5:29
00015EE21AD9638C	4 Basement - eguage	n/a	No	65.4	No	45%	No	2/1/2015 5:24
00011ED95A401B5B	5 Outside Back West Door	n/a	No	41.9	No	77%	No	2/1/2015 4:56
00015EE21AD9638C	4 Basement - eguage	n/a	No	65.5	No	44%	No	2/1/2015 4:54
000104203903E300	1 Downstairs Thermostat	n/a	No	69.4	No	38%	No	2/1/2015 4:37
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	71.2	No	36%	No	2/1/2015 4:33
00011ED95A401B5B	5 Outside Back West Door	n/a	No	41.9	No	76%	No	2/1/2015 4:22
000104203903E300	1 Downstairs Thermostat	n/a	No	69.4	No	37%	No	2/1/2015 4:07
00015EE21AD9638C	4 Basement - eguage	n/a	No	65.7	No	44%	No	2/1/2015 3:49
00011ED95A401B5B	5 Outside Back West Door	n/a	No	41.4	No	76%	No	2/1/2015 3:48
000104203903E300	1 Downstairs Thermostat	n/a	No	69.4	No	37%	No	2/1/2015 3:36
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	71.3	No	36%	No	2/1/2015 3:27
00015EE21AD9638C	4 Basement - eguage	n/a	No	65.7	No	44%	No	2/1/2015 3:19
00011ED95A401B5B	5 Outside Back West Door	n/a	No	41.4	No	76%	No	2/1/2015 3:14
000104203903E300	1 Downstairs Thermostat	n/a	No	69.4	No	37%	No	2/1/2015 3:06
00011ED95A401B5B	5 Outside Back West Door	n/a	No	41.1	No	76%	No	2/1/2015 2:40
00015EE21AD9638C	4 Basement - eguage	n/a	No	65.4	No	44%	No	2/1/2015 2:14
00015EE21AD9638C	4 Basement - eguage	n/a	No	65.5	No	44%	No	2/1/2015 1:44
000104203903E300	1 Downstairs Thermostat	n/a	No	69.8	No	36%	No	2/1/2015 1:36
00011ED95A401B5B	5 Outside Back West Door	n/a	No	41.5	No	75%	No	2/1/2015 1:32
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	70.7	No	36%	No	2/1/2015 1:27
00015EE21AD9638C	4 Basement - eguage	n/a	No	65.7	No	44%	No	2/1/2015 1:14
000104203903E300	1 Downstairs Thermostat	n/a	No	69.9	No	36%	No	2/1/2015 1:06
00011ED95A401B5B	5 Outside Back West Door	n/a	No	40.7	No	75%	No	2/1/2015 0:58
00011ED95A401B5B	5 Outside Back West Door	n/a	No	40.6	No	76%	No	2/1/2015 0:24
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	70.7	No	36%	No	2/1/2015 0:22
00015EE21AD9638C	4 Basement - eguage	n/a	No	65.7	No	44%	No	2/1/2015 0:09
000104203903E300	1 Downstairs Thermostat	n/a	No	71.2	No	35%	No	2/1/2015 0:06
00011ED95A401B5B	5 Outside Back West Door	n/a	No	38.7	No	77%	No	1/1/2015 23:17
00015EE21AD9638C	4 Basement - eguage	n/a	No	65.4	No	44%	No	1/1/2015 23:11
000104203903E300	1 Downstairs Thermostat	n/a	No	71.2	No	35%	No	1/1/2015 23:06
00015EE21AD9638C	4 Basement - eguage	n/a	No	65.4	No	44%	No	1/1/2015 22:39
00011ED95A401B5B	5 Outside Back West Door	n/a	No	40.1	No	74%	No	1/1/2015 22:18
00015EE21AD9638C	4 Basement - eguage	n/a	No	66.2	No	43%	No	1/1/2015 22:10
00011ED95A401B5B	5 Outside Back West Door	n/a	No	39.6	No	74%	No	1/1/2015 21:47
000104203903E300	1 Downstairs Thermostat	n/a	No	70.8	No	35%	No	1/1/2015 21:36
00015EE21AD9638C	4 Basement - eguage	n/a	No	65.4	No	44%	No	1/1/2015 21:34
00011ED95A401B5B	5 Outside Back West Door	n/a	No	39.3	No	73%	No	1/1/2015 21:17
000104203903E300	1 Downstairs Thermostat	n/a	No	70.4	No	35%	No	1/1/2015 21:06
00015EE21AD9638C	4 Basement - eguage	n/a	No	65.4	No	44%	No	1/1/2015 21:05
00011ED95A401B5B	5 Outside Back West Door	n/a	No	40.2	No	72%	No	1/1/2015 20:49
00015EE21AD9638C	4 Basement - eguage	n/a	No	65	No	44%	No	1/1/2015 20:37
00011ED95A401B5B	5 Outside Back West Door	n/a	No	40.5	No	70%	No	1/1/2015 20:17
00015EE21AD9638C	4 Basement - eguage	n/a	No	65	No	44%	No	1/1/2015 20:04
000104203903E300	1 Downstairs Thermostat	n/a	No	69.3	No	36%	No	1/1/2015 19:35
00015EE21AD9638C	4 Basement - eguage	n/a	No	64.9	No	44%	No	1/1/2015 19:34
00011ED95A401B5B	5 Outside Back West Door	n/a	No	40.2	No	69%	No	1/1/2015 18:47
000104203903E300	1 Downstairs Thermostat	n/a	No	69.3	No	36%	No	1/1/2015 18:34
00015EE21AD9638C	4 Basement - eguage	n/a	No	64.6	No	44%	No	1/1/2015 18:34
00011ED95A401B5B	5 Outside Back West Door	n/a	No	40.6	No	68%	No	1/1/2015 18:17
000104203903E300	1 Downstairs Thermostat	n/a	No	69.4	No	35%	No	1/1/2015 18:04
00015EE21AD9638C	4 Basement - eguage	n/a	No	64.6	No	44%	No	1/1/2015 18:04
00011ED95A401B5B	5 Outside Back West Door	n/a	No	43.8	No	61%	No	1/1/2015 17:17
00015EE21AD9638C	4 Basement - eguage	n/a	No	64.5	No	43%	No	1/1/2015 17:04
00011ED95A401B5B	5 Outside Back West Door	n/a	No	46.6	No	57%	No	1/1/2015 16:47
000104203903E300	1 Downstairs Thermostat	n/a	No	70	No	35%	No	1/1/2015 16:34
00015EE21AD9638C	4 Basement - eguage	n/a	No	64.5	No	43%	No	1/1/2015 16:34
000104203903E300	1 Downstairs Thermostat	n/a	No	70.4	No	35%	No	1/1/2015 16:05
00011ED95A401B5B	5 Outside Back West Door	n/a	No	49.2	No	50%	No	1/1/2015 15:48
000104203903E300	1 Downstairs Thermostat	n/a	No	70.4	No	35%	No	1/1/2015 15:36
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	73	No	32%	No	1/1/2015 15:24
00011ED95A401B5B	5 Outside Back West Door	n/a	No	49.6	No	49%	No	1/1/2015 15:17
00015EE21AD9638C	4 Basement - eguage	n/a	No	64.5	No	43%	No	1/1/2015 15:04
000104203903E300	1 Downstairs Thermostat	n/a	No	70.8	No	34%	No	1/1/2015 15:04
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	73.5	No	32%	No	1/1/2015 14:52
00015EE21AD9638C	4 Basement - eguage	n/a	No	64.5	No	42%	No	1/1/2015 14:34
000104203903E300	1 Downstairs Thermostat	n/a	No	71.1	No	34%	No	1/1/2015 14:34
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	73.8	No	32%	No	1/1/2015 14:22
00011ED95A401B5B	5 Outside Back West Door	n/a	No	48.8	No	51%	No	1/1/2015 14:18
00015EE21AD9638C	4 Basement - eguage	n/a	No	64.6	No	42%	No	1/1/2015 14:06
000104203903E300	1 Downstairs Thermostat	n/a	No	71.2	No	34%	No	1/1/2015 14:05
00011ED95A401B5B	5 Outside Back West Door	n/a	No	47.9	No	51%	No	1/1/2015 13:47
00011ED95A401B5B	5 Outside Back West Door	n/a	No	47	No	52%	No	1/1/2015 13:17
00015EE21AD9638C	4 Basement - eguage	n/a	No	64.6	No	42%	No	1/1/2015 13:04
000104203903E300	1 Downstairs Thermostat	n/a	No	71.2	No	33%	No	1/1/2015 13:04
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	73.4	No	32%	No	1/1/2015 12:52
000104203903E300	1 Downstairs Thermostat	n/a	No	71.2	No	33%	No	1/1/2015 12:34
00011ED95A401B5B	5 Outside Back West Door	n/a	No	44.6	No	58%	No	1/1/2015 12:17
00015EE21AD9638C	4 Basement - eguage	n/a	No	64.9	No	41%	No	1/1/2015 12:04
000104203903E300	1 Downstairs Thermostat	n/a	No	71.2	No	33%	No	1/1/2015 12:03
00011ED95A401B5B	5 Outside Back West Door	n/a	No	42.4	No	59%	No	1/1/2015 11:47
00015EE21AD9638C	4 Basement - eguage	n/a	No	64.9	No	41%	No	1/1/2015 11:34
000104203903E300	1 Downstairs Thermostat	n/a	No	71.6	No	33%	No	1/1/2015 11:33
00011ED95A401B5B	5 Outside Back West Door	n/a	No	37.6	No	63%	No	1/1/2015 10:47
00015EE21AD9638C	4 Basement - eguage	n/a	No	64.9	No	41%	No	1/1/2015 10:36
000104203903E300	1 Downstairs Thermostat	n/a	No	70.4	No	33%	No	1/1/2015 10:33
00011ED95A401B5B	5 Outside Back West Door	n/a	No	34.4	No	69%	No	1/1/2015 10:17
00015EE21AD9638C	4 Basement - eguage	n/a	No	65	No	41%	No	1/1/2015 10:04
000104203903E300	1 Downstairs Thermostat	n/a	No	72	No	32%	No	1/1/2015 10:03
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	71.6	No	33%	No	1/1/2015 9:52
00011ED95A401B5B	5 Outside Back West Door	n/a	No	31.5	No	73%	No	1/1/2015 9:47
00015EE21AD9638C	4 Basement - eguage	n/a	No	65	No	41%	No	1/1/2015 9:34
00011ED95A401B5B	5 Outside Back West Door	n/a	No	28.4	No	79%	No	1/1/2015 9:18
000104203903E300	1 Downstairs Thermostat	n/a	No	68.5	No	34%	No	1/1/2015 9:02
00011ED95A401B5B	5 Outside Back West Door	n/a	No	26.1	No	83%	No	1/1/2015 8:47
00015EE21AD9638C	4 Basement - eguage	n/a	No	65	No	41%	No	1/1/2015 8:34
000104203903E300	1 Downstairs Thermostat	n/a	No	68.5	No	34%	No	1/1/2015 8:32
00011ED95A401B5B	5 Outside Back West Door	n/a	No	24	No	84%	No	1/1/2015 8:17
00015EE21AD9638C	4 Basement - eguage	n/a	No	65	No	41%	No	1/1/2015 8:04
000104203903E300	1 Downstairs Thermostat	n/a	No	68.6	No	34%	No	1/1/2015 8:02
00011ED95A401B5B	5 Outside Back West Door	n/a	No	23	No	84%	No	1/1/2015 7:47
000104203903E300	1 Downstairs Thermostat	n/a	No	69	No	34%	No	1/1/2015 7:32
00011ED95A401B5B	5 Outside Back West Door	n/a	No	23.1	No	83%	No	1/1/2015 7:17
00015EE21AD9638C	4 Basement - eguage	n/a	No	65.3	No	42%	No	1/1/2015 7:04
000104203903E300	1 Downstairs Thermostat	n/a	No	69.8	No	34%	No	1/1/2015 7:01
00011ED95A401B5B	5 Outside Back West Door	n/a	No	23.5	No	84%	No	1/1/2015 6:47
00015EE21AD9638C	4 Basement - eguage	n/a	No	65.3	No	42%	No	1/1/2015 6:34
000104203903E300	1 Downstairs Thermostat	n/a	No	71.2	No	34%	No	1/1/2015 6:31
00011ED95A401B5B	5 Outside Back West Door	n/a	No	23.5	No	85%	No	1/1/2015 6:17
00015EE21AD9638C	4 Basement - eguage	n/a	No	65.3	No	42%	No	1/1/2015 6:04
000104203903E300	1 Downstairs Thermostat	n/a	No	70.4	No	34%	No	1/1/2015 6:02
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	70.9	No	34%	No	1/1/2015 5:52
00011ED95A401B5B	5 Outside Back West Door	n/a	No	23.2	No	85%	No	1/1/2015 5:47
00015EE21AD9638C	4 Basement - eguage	n/a	No	65	No	42%	No	1/1/2015 5:34
000104203903E300	1 Downstairs Thermostat	n/a	No	69.4	No	35%	No	1/1/2015 5:31
00011ED95A401B5B	5 Outside Back West Door	n/a	No	23.2	No	85%	No	1/1/2015 5:17
00015EE21AD9638C	4 Basement - eguage	n/a	No	65	No	42%	No	1/1/2015 5:04
000104203903E300	1 Downstairs Thermostat	n/a	No	68.1	No	35%	No	1/1/2015 5:01
00011ED95A401B5B	5 Outside Back West Door	n/a	No	23.5	No	84%	No	1/1/2015 4:47
00015EE21AD9638C	4 Basement - eguage	n/a	No	65	No	42%	No	1/1/2015 4:34
000104203903E300	1 Downstairs Thermostat	n/a	No	68.4	No	35%	No	1/1/2015 4:31
00011ED95A401B5B	5 Outside Back West Door	n/a	No	23.9	No	84%	No	1/1/2015 4:17
00015EE21AD9638C	4 Basement - eguage	n/a	No	65.3	No	42%	No	1/1/2015 4:04
000104203903E300	1 Downstairs Thermostat	n/a	No	68.6	No	35%	No	1/1/2015 4:01
00011ED95A401B5B	5 Outside Back West Door	n/a	No	24.3	No	84%	No	1/1/2015 3:47
00015EE21AD9638C	4 Basement - eguage	n/a	No	65.3	No	42%	No	1/1/2015 3:34
000104203903E300	1 Downstairs Thermostat	n/a	No	69	No	35%	No	1/1/2015 3:31
00011ED95A401B5B	5 Outside Back West Door	n/a	No	24.5	No	83%	No	1/1/2015 3:17
00015EE21AD9638C	4 Basement - eguage	n/a	No	65.4	No	42%	No	1/1/2015 3:04
000104203903E300	1 Downstairs Thermostat	n/a	No	69.8	No	35%	No	1/1/2015 3:01
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	70.9	No	34%	No	1/1/2015 2:52
00011ED95A401B5B	5 Outside Back West Door	n/a	No	24.8	No	83%	No	1/1/2015 2:47
00015EE21AD9638C	4 Basement - eguage	n/a	No	65.4	No	43%	No	1/1/2015 2:34
000104203903E300	1 Downstairs Thermostat	n/a	No	71.2	No	34%	No	1/1/2015 2:31
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	71.3	No	34%	No	1/1/2015 2:22
00011ED95A401B5B	5 Outside Back West Door	n/a	No	24.9	No	83%	No	1/1/2015 2:17
00015EE21AD9638C	4 Basement - eguage	n/a	No	65.4	No	43%	No	1/1/2015 2:04
000104203903E300	1 Downstairs Thermostat	n/a	No	70	No	35%	No	1/1/2015 2:01
00011ED95A401B5B	5 Outside Back West Door	n/a	No	24.9	No	82%	No	1/1/2015 1:47
00015EE21AD9638C	4 Basement - eguage	n/a	No	65.3	No	43%	No	1/1/2015 1:34
000104203903E300	1 Downstairs Thermostat	n/a	No	68.5	No	35%	No	1/1/2015 1:31
00011ED95A401B5B	5 Outside Back West Door	n/a	No	25.4	No	82%	No	1/1/2015 1:17
00015EE21AD9638C	4 Basement - eguage	n/a	No	65.3	No	43%	No	1/1/2015 1:04
000104203903E300	1 Downstairs Thermostat	n/a	No	68.1	No	35%	No	1/1/2015 1:01
00011ED95A401B5B	5 Outside Back West Door	n/a	No	25.7	No	80%	No	1/1/2015 0:47
00015EE21AD9638C	4 Basement - eguage	n/a	No	65.4	No	43%	No	1/1/2015 0:34
000104203903E300	1 Downstairs Thermostat	n/a	No	68.2	No	36%	No	1/1/2015 0:31
00011ED95A401B5B	5 Outside Back West Door	n/a	No	26.2	No	80%	No	1/1/2015 0:17
00015EE21AD9638C	4 Basement - eguage	n/a	No	66.2	No	42%	No	1/1/2015 0:04
000104203903E300	1 Downstairs Thermostat	n/a	No	68.6	No	36%	No	31/12/2014 23:30:11
00015EE21AD9638C	4 Basement - eguage	n/a	No	65.4	No	43%	No	31/12/2014 23:29:43
00011ED95A401B5B	5 Outside Back West Door	n/a	No	27.6	No	78%	No	31/12/2014 23:16:03
000104203903E300	1 Downstairs Thermostat	n/a	No	68.6	No	36%	No	31/12/2014 23:00:08
00015EE21AD9638C	4 Basement - eguage	n/a	No	65.4	No	43%	No	31/12/2014 22:59:40
000104203903E300	1 Downstairs Thermostat	n/a	No	68.9	No	36%	No	31/12/2014 22:31:03
00011ED95A401B5B	5 Outside Back West Door	n/a	No	28.5	No	76%	No	31/12/2014 22:08:11
000104203903E300	1 Downstairs Thermostat	n/a	No	69	No	35%	No	31/12/2014 22:00:48
000104203903E300	1 Downstairs Thermostat	n/a	No	69.1	No	36%	No	31/12/2014 21:29:32
00015EE21AD9638C	4 Basement - eguage	n/a	No	66.2	No	43%	No	31/12/2014 21:27:32
0001D994F4E97F51	2 Upstairs Thermostat	n/a	No	70.3	No	35%	No	31/12/2014 21:15:16
00011ED95A401B5B	5 Outside Back West Door	n/a	No	29.9	No	72%	No	31/12/2014 21:00:27
000104203903E300	1 Downstairs Thermostat	n/a	No	69.3	No	35%	No	31/12/2014 20:59:30
00015EE21AD9638C	4 Basement - eguage	n/a	No	65.4	No	44%	No	31/12/2014 20:52:41
000104203903E300	1 Downstairs Thermostat	n/a	No	69.4	No	36%	No	31/12/2014 20:30:33
00011ED95A401B5B	5 Outside Back West Door	n/a	No	30.7	No	71%	No	31/12/2014 20:26:34
00015EE21AD9638C	4 Basement - eguage	n/a	No	65.4	No	44%	No	31/12/2014 20:22:39
00011ED95A401B5B	5 Outside Back West Door	n/a	No	31.2	No	70%	No	31/12/2014 19:52:39
00015EE21AD9638C	4 Basement - eguage	n/a	No	65.4	No	44%	No	31/12/2014 19:52:37
000104203903E300	1 Downstairs Thermostat	n/a	No	69.5	No	36%	No	31/12/2014 19:29:16
00015EE21AD9638C	4 Basement - eguage	n/a	No	65.4	No	44%	No	31/12/2014 19:22:48
00011ED95A401B5B	5 Outside Back West Door	n/a	No	34	No	64%	No	31/12/2014 18:52:39
00015EE21AD9638C	4 Basement - eguage	n/a	No	65.4	No	44%	No	31/12/2014 18:52:37
000104203903E300	1 Downstairs Thermostat	n/a	No	69.5	No	36%	No	31/12/2014 18:29:10
00011ED95A401B5B	5 Outside Back West Door	n/a	No	35.6	No	60%	No	31/12/2014 18:22:39
00015EE21AD9638C	4 Basement - eguage	n/a	No	65.4	No	44%	No	31/12/2014 18:22:37
000104203903E300	1 Downstairs Thermostat	n/a	No	69.4	No	36%	No	31/12/2014 17:59:08
00015EE21AD9638C	4 Basement - eguage	n/a	No	65.3	No	44%	No	31/12/2014 17:53:20
000104203903E300	1 Downstairs Thermostat	n/a	No	68.9	No	36%	No	31/12/2014 17:29:09
00011ED95A401B5B	5 Outside Back West Door	n/a	No	39.8	No	57%	No	31/12/2014 17:22:39
00015EE21AD9638C	4 Basement - eguage	n/a	No	65	No	44%	No	31/12/2014 17:22:37
000104203903E300	1 Downstairs Thermostat	n/a	No	69.3	No	36%	No	31/12/2014 16:58:37
00011ED95A401B5B	5 Outside Back West Door	n/a	No	40.6	No	55%	No	31/12/2014 16:52:39
00015EE21AD9638C	4 Basement - eguage	n/a	No	65	No	44%	No	31/12/2014 16:51:55
000104203903E300	1 Downstairs Thermostat	n/a	No	69.5	No	36%	No	31/12/2014 16:28:37
00015EE21AD9638C	4 Basement - eguage	n/a	No	65	No	44%	No	31/12/2014 16:22:38
000104203903E300	1 Downstairs Thermostat	n/a	No	69.8	No	36%	No	31/12/2014 15:58:38
00011ED95A401B5B	5 Outside Back West Door	n/a	No	43.8	No	49%	No	31/12/2014 15:52:39
00015EE21AD9638C	4 Basement - eguage	n/a	No	65	No	44%	No	31/12/2014 15:51:34
000104203903E300	1 Downstairs Thermostat	n/a	No	69.8	No	36%	No	31/12/2014 15:28:57
00011ED95A401B5B	5 Outside Back West Door	n/a	No	45.1	No	47%	No	31/12/2014 15:22:39
00015EE21AD9638C	4 Basement - eguage	n/a	No	65	No	44%	No	31/12/2014 15:21:34
000104203903E300	1 Downstairs Thermostat	n/a	No	70.4	No	36%	No	31/12/2014 14:58:14
00011ED95A401B5B	5 Outside Back West Door	n/a	No	46.4	No	46%	No	31/12/2014 14:52:39
00015EE21AD9638C	4 Basement - eguage	n/a	No	65	No	44%	No	31/12/2014 14:51:34
000104203903E300	1 Downstairs Thermostat	n/a	No	70.8	No	36%	No	31/12/2014 14:28:12
00011ED95A401B5B	5 Outside Back West Door	n/a	No	47.4	No	46%	No	31/12/2014 14:22:50
00015EE21AD9638C	4 Basement - eguage	n/a	No	65.3	No	44%	No	31/12/2014 14:21:35
000104203903E300	1 Downstairs Thermostat	n/a	No	71.2	No	36%	No	31/12/2014 13:58:16
00011ED95A401B5B	5 Outside Back West Door	n/a	No	45.7	No	47%	No	31/12/2014 13:52:39
00015EE21AD9638C	4 Basement - eguage	n/a	No	65.4	No	44%	No	31/12/2014 13:51:35
000104203903E300	1 Downstairs Thermostat	n/a	No	71.2	No	35%	No	31/12/2014 13:28:06
00011ED95A401B5B	5 Outside Back West Door	n/a	No	44.8	No	48%	No	31/12/2014 13:22:40
00015EE21AD9638C	4 Basement - eguage	n/a	No	65.4	No	44%	No	31/12/2014 13:21:37
000104203903E300	1 Downstairs Thermostat	n/a	No	71.3	No	35%	No	31/12/2014 12:57:59
00011ED95A401B5B	5 Outside Back West Door	n/a	No	43.8	No	51%	No	31/12/2014 12:52:54
00015EE21AD9638C	4 Basement - eguage	n/a	No	65.4	No	44%	No	31/12/2014 12:51:39
000104203903E300	1 Downstairs Thermostat	n/a	No	71.3	No	35%	No	31/12/2014 12:27:56
00011ED95A401B5B	5 Outside Back West Door	n/a	No	42.4	No	53%	No	31/12/2014 12:22:38
00015EE21AD9638C	4 Basement - eguage	n/a	No	65.4	No	44%	No	31/12/2014 12:21:34
000104203903E300	1 Downstairs Thermostat	n/a	No	70.8	No	36%	No	31/12/2014 11:57:48
00011ED95A401B5B	5 Outside Back West Door	n/a	No	40.5	No	61%	No	31/12/2014 11:52:38
00015EE21AD9638C	4 Basement - eguage	n/a	No	65.4	No	44%	No	31/12/2014 11:51:36
000104203903E300	1 Downstairs Thermostat	n/a	No	70.3	No	36%	No	31/12/2014 11:27:39
00011ED95A401B5B	5 Outside Back West Door	n/a	No	38.3	No	65%	No	31/12/2014 11:22:42
00015EE21AD9638C	4 Basement - eguage	n/a	No	65.4	No	44%	No	31/12/2014 11:21:47
